1473081236102648,6759,0,18502,0,0,0,2,2,40,1467,0,2050,3,4,2,1306,157,1,1,2,0,156,156,1305,2,1,2,426,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
1473081238104379,7722,3187,19867,0,0,0,10,8,0,9,0,25,110,23,8,0,0,1,0,8,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,15,0,0,95,0,0,0,0
1473081242105519,7502,0,19412,0,0,0,26,16,0,17,0,51,118,84,16,0,0,1,0,16,0,0,2,0,16,1,16,0,0,0,0,0,0,0,0,52,0,32,0,0,0,0,31,0,0,87,0,0,0,0
1473081244101074,6735,0,17878,0,0,0,25,5,0,4,3,37,52,48,2,0,1,1,0,2,0,1,29,0,2,1,2,0,0,3,0,0,0,0,0,44,0,4,0,0,0,0,3,0,0,49,0,0,0,0
1473081246105697,7480,1523,21478,0,0,0,28,13,0,10,6,53,73,39,8,0,1,1,0,8,0,1,27,0,8,1,8,0,1,5,0,0,0,0,0,23,0,16,0,0,0,0,15,0,0,58,0,0,0,0
1473081250116259,9915,2749,29700,0,0,0,41,19,0,17,4,124,80,68,16,0,0,1,0,39,0,0,29,0,39,1,16,0,1,3,0,0,0,0,0,36,0,32,0,0,0,0,31,0,0,49,0,0,0,0
1473081252099824,6656,1035,16745,0,0,0,35,10,0,5,9,39,33,54,2,0,2,1,0,2,0,2,30,0,2,1,2,0,1,8,0,0,0,0,0,50,0,4,0,0,0,0,3,0,0,30,0,0,0,0
1473081254101816,6728,1658,17077,0,0,0,37,14,0,10,6,70,41,48,8,0,1,1,0,8,0,1,44,0,8,1,8,0,0,6,0,0,0,0,0,32,0,16,0,0,0,0,15,0,0,26,0,0,0,0
1473081258114584,8151,0,28385,0,0,0,39,30,0,17,16,97,66,64,16,0,0,1,0,16,0,0,48,0,16,1,16,0,2,14,0,0,0,0,0,32,0,32,0,0,0,0,31,0,0,35,0,0,0,0
1473081260108120,8093,451,24856,0,0,0,38,5,0,5,3,23,39,54,2,0,2,1,0,2,0,2,14,0,2,1,2,0,0,3,0,0,0,0,0,50,0,4,0,0,0,0,3,0,0,36,0,0,0,0
