4,16,ab,ab,72.985447774,29258575,46390084,27186,73.559078630,31490945,47208610,31442
4,16,ab,page_rank,57.443851973,45769235,48020438,65396,60.900655199,112744789939,53853983067,765481250
4,16,ab,page_rank,57.677568691,47176899,49237664,73019,60.241961363,111695485087,53906575294,753736641
4,16,ab,page_rank,57.891186190,45522831,47911605,63361,60.879110763,112383748868,53861300261,763826676
4,16,ab,page_rank,57.985718564,45665520,48013364,62919,61.010381947,112689163082,53818544037,760704793
4,16,ab,page_rank,58.606462402,44936994,47771912,66934,60.940344772,112384833822,54097028372,758061453
4,16,binoptions,ab,53.841356348,125481826,166410398,3894,54.753766046,44582914,47963060,32773
4,16,binoptions,ab,53.902905391,122080094,166358953,3599,54.678817316,44762926,47937424,33098
4,16,binoptions,ab,53.913211018,121470234,166318706,3349,54.645659911,44474499,47943819,33454
4,16,binoptions,ab,53.914878358,124996339,166325744,3506,54.395562354,44648990,47919262,33611
4,16,binoptions,ab,53.940270898,124341700,166395365,3639,54.687161393,44737361,47947827,33647
4,16,binoptions,ab,53.949561217,122187875,166414439,3620,55.083552070,44682177,47971777,33293
4,16,binoptions,ab,53.968674733,122427712,166327689,3492,54.153453643,44789962,48004892,31974
4,16,binoptions,ab,53.968687581,124412320,166359387,3851,54.953725793,47398241,49269492,35047
4,16,binoptions,ab,53.999612354,123667701,166359125,3517,54.838011217,44620885,48033148,34025
4,16,binoptions,ab,54.028179943,122074287,166342198,3616,54.828833814,44688345,48011604,33409
4,16,binoptions,binoptions,75.571241459,169175720,165986106,1989,75.561526218,167803003,165923703,2136
4,16,binoptions,binoptions,75.588278027,168347820,166013179,2174,75.597103715,167540079,166032802,2009
4,16,binoptions,binoptions,75.599028820,169245142,166009265,2804,75.602721154,168155328,166031289,2159
4,16,binoptions,binoptions,75.636809877,167593261,165886678,1992,75.630589617,167935997,166189949,2391
4,16,binoptions,binoptions,75.642320880,169439991,165989618,1905,75.643428923,168697966,166119563,2184
4,16,binoptions,binoptions,75.653708114,172591131,166210541,2355,75.652592740,171441872,166104835,2411
4,16,binoptions,binoptions,75.657313233,169195199,166077949,2046,75.666124754,170245558,166020622,1465
4,16,binoptions,binoptions,75.674546950,173062402,166120683,2124,75.676942102,171635233,166085394,1814
4,16,binoptions,binoptions,75.703445878,176409162,166195470,2480,75.703473621,175780736,166050286,2051
4,16,binoptions,binoptions,75.738294379,170497808,165987521,2151,75.728527042,170277337,165846975,1829
4,16,binoptions,page_rank,56.153368987,169699443,166371062,74015,68.308057621,127502405160,53666115960,757049749
4,16,binoptions,page_rank,56.166630830,167138461,166384495,74484,68.597483673,127893063926,53746384586,763129783
4,16,binoptions,page_rank,56.170325899,169539252,166403851,74466,68.551323876,127315111144,53806188411,762137908
4,16,binoptions,page_rank,56.173448475,167923714,166415178,74539,68.392539165,127494120530,53732446009,759269350
4,16,binoptions,page_rank,56.218876792,168683895,166381999,74511,68.205755761,127082185202,54019168302,757569727
4,16,binoptions,page_rank,56.230170344,167953584,166363218,73623,68.555822118,127993087563,53788241625,762460762
4,16,binoptions,page_rank,56.251077459,170256039,166340374,74041,68.668146763,128014462012,53944914335,765818739
4,16,binoptions,page_rank,56.273532797,171452043,166374611,74597,68.102950064,126572856875,53739069548,755852453
4,16,binoptions,page_rank,56.293336365,169364351,166396945,74535,68.468348906,126940011441,53766739539,761398754
4,16,binoptions,page_rank,56.301771975,168975444,166390356,74664,68.178158121,126727647327,53771270701,757055225
4,16,binoptions,quick_sort,53.842943949,155893680,166375745,48243,67.421981374,99138275313,64500145212,513833925
4,16,binoptions,quick_sort,53.846253067,153016680,166402736,48228,67.313144642,99252628872,64500507725,513984984
4,16,binoptions,quick_sort,53.940349611,152550142,166368350,47695,67.280964282,99341401165,64498715889,513573327
4,16,binoptions,quick_sort,53.951284646,152899057,166344895,48045,67.306139741,99324520119,64497841416,513507703
4,16,binoptions,quick_sort,53.959062951,154215287,166437831,47880,67.272921574,99298823726,64498538410,513759488
4,16,binoptions,quick_sort,53.962429661,153850779,166473164,48805,67.324064351,99402777559,64498716530,513595414
4,16,binoptions,quick_sort,53.975227203,154322894,166417170,48286,67.292707174,99313937212,64497518763,513913214
