1462845453238974,,17854722031090784756,5198628003788652644,,0,,,,,,,
1462845453239322,,17854722031090784756,5198628003788652644,caelum-413,1,,,,,,,
1462845453238975,,17854722031090784756,7675612576036545068,,0,,,,,,,
1462845453239479,,17854722031090784756,7675612576036545068,caelum-405,1,,,,,,,
1462845455239678,,4626678852564438264,10864666725008521931,,0,,,,,,,
1462845455240027,,4626678852564438264,10864666725008521931,caelum-302,1,,,,,,,
1462845455239676,,4626678852564438264,10864666725008521932,,0,,,,,,,
1462845455240220,,4626678852564438264,10864666725008521932,caelum-410,1,,,,,,,
1462845455239677,,4626678852564438264,10864666725008521933,,0,,,,,,,
1462845455240419,,4626678852564438264,10864666725008521933,caelum-313,1,,,,,,,
1462845455239674,,4626678852564438264,10864666725008521934,,0,,,,,,,
1462845455240628,,4626678852564438264,10864666725008521934,caelum-302,1,,,,,,,
1462845455239673,,4626678852564438264,7893069434929423308,,0,,,,,,,
1462845455241029,,4626678852564438264,7893069434929423308,caelum-408,1,,,,,,,
1462845455239675,,4626678852564438264,10864666725008521935,,0,,,,,,,
1462845455241202,,4626678852564438264,10864666725008521935,caelum-304,1,,,,,,,
1462845455239679,,4626678852564438264,10864666725008521928,,0,,,,,,,
1462845455241382,,4626678852564438264,10864666725008521928,caelum-302,1,,,,,,,
1462845455239678,,4626678852564438264,10864666725008521930,,0,,,,,,,
1462845455241567,,4626678852564438264,10864666725008521930,caelum-210,1,,,,,,,
1462845458479276,,17854722031090784756,5198628003788652644,3090027667011811656,4,,,,,,,
1462845459241065,,13759562088736160789,15125602118127787887,,0,,,,,,,
1462845459241327,,13759562088736160789,15125602118127787887,caelum-304,1,,,,,,,
1462845459241069,,13759562088736160789,15125602118127787894,,0,,,,,,,
1462845459241484,,13759562088736160789,15125602118127787894,caelum-106,1,,,,,,,
1462845459241064,,13759562088736160789,15125602118127787872,,0,,,,,,,
1462845459241634,,13759562088736160789,15125602118127787872,caelum-209,1,,,,,,,
1462845459241064,,13759562088736160789,15125602118127787873,,0,,,,,,,
1462845459241781,,13759562088736160789,15125602118127787873,caelum-409,1,,,,,,,
1462845459241063,,13759562088736160789,15125602118127787874,,0,,,,,,,
1462845459241920,,13759562088736160789,15125602118127787874,caelum-407,1,,,,,,,
1462845459241063,,13759562088736160789,15125602118127787875,,0,,,,,,,
1462845459242042,,13759562088736160789,15125602118127787875,caelum-312,1,,,,,,,
1462845459241062,,13759562088736160789,15125602118127787876,,0,,,,,,,
