11265110896785970207,5198628003788652644,11265110896785970207,1462847313843629,4093311,4093311,1
11265110896785970207,7675612576036545068,11265110896785970207,1462847313843631,4097616,4097616,1
2437951603524031027,10864666725008521934,2437951603524031027,1462847315844012,5013240,5013240,1
2437951603524031027,10864666725008521933,2437951603524031027,1462847315844013,5137393,5137393,1
2437951603524031027,7893069434929423308,2437951603524031027,1462847315844010,5569798,5569798,1
2437951603524031027,10864666725008521928,2437951603524031027,1462847315844015,6026215,6026215,1
2437951603524031027,10864666725008521935,2437951603524031027,1462847315844012,8116657,8116657,1
2437951603524031027,10864666725008521931,2437951603524031027,1462847315844014,8400074,8400074,1
11733658010273926226,14119592456012636095,11733658010273926226,1462847321845177,2874578,2874578,1
11733658010273926226,14103580517275524798,11733658010273926226,1462847321845172,3164516,3164516,1
11733658010273926226,14119592456012636097,11733658010273926226,1462847321845180,3352645,3352645,1
11733658010273926226,14119592456012636098,11733658010273926226,1462847321845178,3397123,3397123,1
11733658010273926226,14119592456012636102,11733658010273926226,1462847321845180,3509639,3509639,1
11733658010273926226,14119592456012636091,11733658010273926226,1462847321845174,3546202,3546202,1
11733658010273926226,14119592456012636093,11733658010273926226,1462847321845178,3748001,3748001,1
11733658010273926226,14119592456012636103,11733658010273926226,1462847321845181,3963068,3963068,1
11733658010273926226,14119592456012636094,11733658010273926226,1462847321845176,4149528,4149528,1
234282920596181490,15125602118127787872,234282920596181490,1462847319845602,6228118,6228118,1
11733658010273926226,14119592456012636096,11733658010273926226,1462847321845179,4541554,4541554,1
11733658010273926226,14119592456012636089,11733658010273926226,1462847321845176,4604489,4604489,1
234282920596181490,15125602118127787881,234282920596181490,1462847319845606,6682113,6682113,1
234282920596181490,15125602118127787877,234282920596181490,1462847319845600,6710488,6710488,1
234282920596181490,15125602118127787886,234282920596181490,1462847319845603,6958290,6958290,1
234282920596181490,15125602118127787885,234282920596181490,1462847319845604,7024239,7024239,1
11733658010273926226,14119592456012636088,11733658010273926226,1462847321845175,5049747,5049747,1
234282920596181490,15125602118127787884,234282920596181490,1462847319845603,7381297,7381297,1
11733658010273926226,14119592456012636092,11733658010273926226,1462847321845177,5419397,5419397,1
234282920596181490,15125602118127787873,234282920596181490,1462847319845602,7490257,7490257,1
5996542308032115488,10970712832169319083,5996542308032115488,1462847321863426,5576360,5576360,1
234282920596181490,2645099471231913700,234282920596181490,1462847319845597,7615730,7615730,1
234282920596181490,15125602118127787876,234282920596181490,1462847319845599,8467130,8467130,1
234282920596181490,15125602118127787894,234282920596181490,1462847319845606,8826780,8826780,1
5996542308032115488,18417692224169462297,5996542308032115488,1462847321863427,6886883,6886883,1
234282920596181490,15125602118127787875,234282920596181490,1462847319845601,9093046,9093046,1
7105539946096947470,17007998988558823558,7105539946096947470,1462847323844034,6142538,6142538,1
234282920596181490,15125602118127787880,234282920596181490,1462847319845605,10173122,10173122,1
7105539946096947470,17007998988558823565,7105539946096947470,1462847323844030,6305966,6305966,1
7105539946096947470,17007998988558823555,7105539946096947470,1462847323844032,6987851,6987851,1
234282920596181490,15125602118127787874,234282920596181490,1462847319845601,12228239,12228239,1
1221595348171149300,5173914690677329030,1221595348171149300,1462847329845515,2240456,2240456,1
7105539946096947470,17007998988558823552,7105539946096947470,1462847323844033,9311886,9311886,1
1221595348171149300,5173914690677329037,1221595348171149300,1462847329845521,3354872,3354872,1
1221595348171149300,5173914690677329025,1221595348171149300,1462847329845518,3531573,3531573,1
1221595348171149300,5173914690677329036,1221595348171149300,1462847329845520,3589950,3589950,1
4130714168429559419,3774780403559106664,4130714168429559419,1462847327845947,5750910,5750910,1
5603424401908827403,10723706305025682486,5603424401908827403,1462847329870559,3729547,3729547,1
1221595348171149300,5173914690677329026,1221595348171149300,1462847329845519,3772905,3772905,1
1221595348171149300,15403320457867898623,1221595348171149300,1462847329845514,3814392,3814392,1
7105539946096947470,17007998988558823553,7105539946096947470,1462847323844034,9983889,9983889,1
1221595348171149300,5173914690677329034,1221595348171149300,1462847329845523,4039466,4039466,1
234282920596181490,15125602118127787887,234282920596181490,1462847319845603,14365828,14365828,1
1221595348171149300,5173914690677329039,1221595348171149300,1462847329845522,4393156,4393156,1
4130714168429559419,3774780403559106662,4130714168429559419,1462847327845946,6888773,6888773,1
4130714168429559419,3774780403559106671,4130714168429559419,1462847327845950,6956982,6956982,1
4130714168429559419,3774780403559106669,4130714168429559419,1462847327845949,7025390,7025390,1
7105539946096947470,17007998988558823559,7105539946096947470,1462847323844035,11112587,11112587,1
1221595348171149300,5173914690677329033,1221595348171149300,1462847329845523,5162415,5162415,1
4130714168429559419,3774780403559106663,4130714168429559419,1462847327845946,7476017,7476017,1
4130714168429559419,3774780403559106667,4130714168429559419,1462847327845948,7484175,7484175,1
7105539946096947470,9466859440249242596,7105539946096947470,1462847323844029,11486761,11486761,1
1221595348171149300,5173914690677329032,1221595348171149300,1462847329845522,5530750,5530750,1
4130714168429559419,3774780403559106661,4130714168429559419,1462847327845945,7746112,7746112,1
4130714168429559419,3774780403559106665,4130714168429559419,1462847327845947,7963018,7963018,1
1221595348171149300,5173914690677329024,1221595348171149300,1462847329845518,6080775,6080775,1
4130714168429559419,12832623367174998920,4130714168429559419,1462847327845940,8203323,8203323,1
