1473080882646710,,4510162566645315663,5198628003788652644,,0,,,,,,,
1473080883447105,,4510162566645315663,5198628003788652644,PU #8,1,,,,,,,
1473080882646712,,4510162566645315663,7675612576036545068,,0,,,,,,,
1473080883448372,,4510162566645315663,7675612576036545068,PU #11,1,,,,,,,
1473080884647137,,14427164321999583152,10864666725008521931,,0,,,,,,,
1473080885447464,,14427164321999583152,10864666725008521931,PU #4,1,,,,,,,
1473080884647135,,14427164321999583152,10864666725008521932,,0,,,,,,,
1473080885447643,,14427164321999583152,10864666725008521932,PU #3,1,,,,,,,
1473080884647136,,14427164321999583152,10864666725008521933,,0,,,,,,,
1473080885447809,,14427164321999583152,10864666725008521933,PU #0,1,,,,,,,
1473080884647134,,14427164321999583152,10864666725008521934,,0,,,,,,,
1473080885447934,,14427164321999583152,10864666725008521934,PU #10,1,,,,,,,
1473080884647132,,14427164321999583152,7893069434929423308,,0,,,,,,,
1473080885448079,,14427164321999583152,7893069434929423308,PU #7,1,,,,,,,
1473080884647135,,14427164321999583152,10864666725008521935,,0,,,,,,,
1473080885448203,,14427164321999583152,10864666725008521935,PU #8,1,,,,,,,
1473080884647137,,14427164321999583152,10864666725008521928,,0,,,,,,,
1473080885448328,,14427164321999583152,10864666725008521928,PU #3,1,,,,,,,
1473080884647136,,14427164321999583152,10864666725008521930,,0,,,,,,,
1473080885448486,,14427164321999583152,10864666725008521930,PU #6,1,,,,,,,
1473080889444584,,4510162566645315663,5198628003788652644,8709557632043634474,4,,,,,,,
1473080888648945,,15768975472269938236,15125602118127787887,,0,,,,,,,
1473080889449224,,15768975472269938236,15125602118127787887,PU #2,1,,,,,,,
1473080888648948,,15768975472269938236,15125602118127787894,,0,,,,,,,
1473080889449402,,15768975472269938236,15125602118127787894,PU #5,1,,,,,,,
1473080888648943,,15768975472269938236,15125602118127787872,,0,,,,,,,
1473080889449539,,15768975472269938236,15125602118127787872,PU #8,1,,,,,,,
1473080888648944,,15768975472269938236,15125602118127787873,,0,,,,,,,
1473080889449694,,15768975472269938236,15125602118127787873,PU #2,1,,,,,,,
1473080888648942,,15768975472269938236,15125602118127787874,,0,,,,,,,
1473080889449850,,15768975472269938236,15125602118127787874,PU #3,1,,,,,,,
1473080888648943,,15768975472269938236,15125602118127787875,,0,,,,,,,
1473080889449995,,15768975472269938236,15125602118127787875,PU #3,1,,,,,,,
1473080888648941,,15768975472269938236,15125602118127787876,,0,,,,,,,
1473080889450144,,15768975472269938236,15125602118127787876,PU #5,1,,,,,,,
1473080888648942,,15768975472269938236,15125602118127787877,,0,,,,,,,
1473080889450302,,15768975472269938236,15125602118127787877,PU #8,1,,,,,,,
1473080888648947,,15768975472269938236,15125602118127787880,,0,,,,,,,
1473080889450447,,15768975472269938236,15125602118127787880,PU #0,1,,,,,,,
1473080888648948,,15768975472269938236,15125602118127787881,,0,,,,,,,
1473080889450602,,15768975472269938236,15125602118127787881,PU #11,1,,,,,,,
1473080888648946,,15768975472269938236,15125602118127787882,,0,,,,,,,
1473080889450742,,15768975472269938236,15125602118127787882,PU #10,1,,,,,,,
1473080888648947,,15768975472269938236,15125602118127787883,,0,,,,,,,
1473080889452769,,15768975472269938236,15125602118127787883,PU #1,1,,,,,,,
1473080888648939,,15768975472269938236,2645099471231913700,,0,,,,,,,
1473080889453259,,15768975472269938236,2645099471231913700,PU #2,1,,,,,,,
1473080888648945,,15768975472269938236,15125602118127787884,,0,,,,,,,
1473080889453453,,15768975472269938236,15125602118127787884,PU #0,1,,,,,,,
1473080888648946,,15768975472269938236,15125602118127787885,,0,,,,,,,
1473080889453643,,15768975472269938236,15125602118127787885,PU #9,1,,,,,,,
1473080888648944,,15768975472269938236,15125602118127787886,,0,,,,,,,
1473080889453799,,15768975472269938236,15125602118127787886,PU #9,1,,,,,,,
1473080890279349,,4510162566645315663,7675612576036545068,18051836192190349360,4,,,,,,,
1473080890645929,,7116955413094619602,18417692224169462297,,0,,,,,,,
1473080891446236,,7116955413094619602,18417692224169462297,PU #8,1,,,,,,,
1473080890645927,,7116955413094619602,10970712832169319083,,0,,,,,,,
1473080891446408,,7116955413094619602,10970712832169319083,PU #4,1,,,,,,,
1473080891673099,,14427164321999583152,10864666725008521928,37428115284624567,4,,,,,,,
1473080892637247,,14427164321999583152,10864666725008521930,2158098549847998475,4,,,,,,,
1473080893396190,,14427164321999583152,10864666725008521935,9053312491887284931,4,,,,,,,
1473080892647079,,17760195752521712091,17007998988558823553,,0,,,,,,,
1473080893447380,,17760195752521712091,17007998988558823553,PU #6,1,,,,,,,
1473080892647078,,17760195752521712091,17007998988558823554,,0,,,,,,,
1473080893447570,,17760195752521712091,17007998988558823554,PU #6,1,,,,,,,
1473080892647076,,17760195752521712091,17007998988558823565,,0,,,,,,,
1473080893447727,,17760195752521712091,17007998988558823565,PU #11,1,,,,,,,
1473080892647078,,17760195752521712091,17007998988558823555,,0,,,,,,,
1473080893447899,,17760195752521712091,17007998988558823555,PU #7,1,,,,,,,
1473080892647075,,17760195752521712091,9466859440249242596,,0,,,,,,,
1473080893448102,,17760195752521712091,9466859440249242596,PU #3,1,,,,,,,
1473080892647080,,17760195752521712091,17007998988558823558,,0,,,,,,,
1473080893448260,,17760195752521712091,17007998988558823558,PU #3,1,,,,,,,
1473080892647081,,17760195752521712091,17007998988558823559,,0,,,,,,,
1473080893448406,,17760195752521712091,17007998988558823559,PU #5,1,,,,,,,
1473080892647079,,17760195752521712091,17007998988558823552,,0,,,,,,,
1473080893448549,,17760195752521712091,17007998988558823552,PU #4,1,,,,,,,
1473080894113468,,14427164321999583152,10864666725008521931,1095890505887186611,4,,,,,,,
1473080895076032,,14427164321999583152,10864666725008521932,8630346106144156926,4,,,,,,,
1473080895478020,,14427164321999583152,7893069434929423308,14240424929944570918,4,,,,,,,
1473080896601929,,15768975472269938236,2645099471231913700,3443811331229913715,4,,,,,,,
1473080896806616,,15768975472269938236,15125602118127787886,3621118255120279422,4,,,,,,,
1473080896816749,,15768975472269938236,15125602118127787883,5810355193749600435,4,,,,,,,
1473080897289420,,14427164321999583152,10864666725008521933,2709143838374946510,4,,,,,,,
1473080896648835,,9227916242944571354,3774780403559106661,,0,,,,,,,
1473080897449146,,9227916242944571354,3774780403559106661,PU #3,1,,,,,,,
1473080896648836,,9227916242944571354,3774780403559106662,,0,,,,,,,
1473080897449329,,9227916242944571354,3774780403559106662,PU #2,1,,,,,,,
1473080896648836,,9227916242944571354,3774780403559106663,,0,,,,,,,
1473080897449467,,9227916242944571354,3774780403559106663,PU #6,1,,,,,,,
1473080896648837,,9227916242944571354,3774780403559106664,,0,,,,,,,
1473080897449612,,9227916242944571354,3774780403559106664,PU #0,1,,,,,,,
1473080896648837,,9227916242944571354,3774780403559106665,,0,,,,,,,
