2016-09-12T19:37:01.089665606+01:00,2016-09-12T19:37:02.900721171+01:00,2016-09-12T19:37:07.997303557+01:00
2016-09-12T19:37:01.09324776+01:00,2016-09-12T19:37:02.924418337+01:00,2016-09-12T19:37:08.030252739+01:00
2016-09-12T19:37:09.383970677+01:00,2016-09-12T19:37:11.158191562+01:00,2016-09-12T19:37:16.02735826+01:00
2016-09-12T19:37:09.583826077+01:00,2016-09-12T19:37:11.397866395+01:00,2016-09-12T19:37:16.671639806+01:00
2016-09-12T19:37:18.033840984+01:00,2016-09-12T19:37:19.839601412+01:00,2016-09-12T19:37:24.415066174+01:00
2016-09-12T19:37:18.084040977+01:00,2016-09-12T19:37:19.804959676+01:00,2016-09-12T19:37:25.616066473+01:00
2016-09-12T19:37:26.283857173+01:00,2016-09-12T19:37:28.01324876+01:00,2016-09-12T19:37:33.134557699+01:00
2016-09-12T19:37:26.234099104+01:00,2016-09-12T19:37:28.217218456+01:00,2016-09-12T19:37:34.152325679+01:00
2016-09-12T19:37:34.134174704+01:00,2016-09-12T19:37:35.765924637+01:00,2016-09-12T19:37:41.936679109+01:00
2016-09-12T19:37:34.184084161+01:00,2016-09-12T19:37:35.80459813+01:00,2016-09-12T19:37:41.136357705+01:00
2016-09-12T19:37:42.133946779+01:00,2016-09-12T19:37:44.781509593+01:00,2016-09-12T19:37:50.34374597+01:00
2016-09-12T19:37:42.034016984+01:00,2016-09-12T19:37:43.994774584+01:00,2016-09-12T19:37:50.360004976+01:00
2016-09-12T19:37:50.134162292+01:00,2016-09-12T19:37:52.499222212+01:00,2016-09-12T19:37:59.118508587+01:00
2016-09-12T19:37:49.783979128+01:00,2016-09-12T19:37:51.825452592+01:00,2016-09-12T19:37:58.744369113+01:00
2016-09-12T19:37:57.984252628+01:00,2016-09-12T19:37:59.732855865+01:00,2016-09-12T19:38:04.915542222+01:00
2016-09-12T19:37:57.883931645+01:00,2016-09-12T19:37:59.579074258+01:00,2016-09-12T19:38:04.763581846+01:00
2016-09-12T19:38:05.733802985+01:00,2016-09-12T19:38:07.439796693+01:00,2016-09-12T19:38:13.852298408+01:00
2016-09-12T19:38:05.88396135+01:00,2016-09-12T19:38:07.747092132+01:00,2016-09-12T19:38:13.73521932+01:00
2016-09-12T19:38:13.384033929+01:00,2016-09-12T19:38:15.533328078+01:00,2016-09-12T19:38:22.831430325+01:00
2016-09-12T19:38:13.633968077+01:00,2016-09-12T19:38:15.529191433+01:00,2016-09-12T19:38:20.451859681+01:00
2016-09-12T19:38:21.38406596+01:00,2016-09-12T19:38:23.346718409+01:00,2016-09-12T19:38:29.294001073+01:00
2016-09-12T19:38:21.633891915+01:00,2016-09-12T19:38:23.254658089+01:00,2016-09-12T19:38:29.00504226+01:00
