2016-09-04T16:20:59.581208033+01:00,2016-09-04T16:21:01.299820834+01:00,2016-09-04T16:21:07.347117044+01:00
2016-09-04T16:20:59.495113702+01:00,2016-09-04T16:21:01.293055569+01:00,2016-09-04T16:21:09.440985617+01:00
2016-09-04T16:20:59.475585189+01:00,2016-09-04T16:21:01.172589286+01:00,2016-09-04T16:21:10.336087892+01:00
2016-09-04T16:21:47.47400902+01:00,2016-09-04T16:21:49.46680673+01:00,2016-09-04T16:21:57.36429265+01:00
2016-09-04T16:21:47.475676456+01:00,2016-09-04T16:21:49.276993623+01:00,2016-09-04T16:21:58.52406763+01:00
2016-09-04T16:21:47.547869658+01:00,2016-09-04T16:21:49.228146563+01:00,2016-09-04T16:22:00.72991936+01:00
2016-09-04T16:21:47.631700265+01:00,2016-09-04T16:21:50.955081852+01:00,2016-09-04T16:21:59.668164175+01:00
2016-09-04T16:21:47.596922199+01:00,2016-09-04T16:21:49.311289318+01:00,2016-09-04T16:21:57.230343921+01:00
2016-09-04T16:21:47.602945294+01:00,2016-09-04T16:21:49.257861327+01:00,2016-09-04T16:21:57.482628069+01:00
2016-09-04T16:21:47.597244892+01:00,2016-09-04T16:21:49.599700295+01:00,2016-09-04T16:22:00.639407717+01:00
2016-09-04T16:21:47.538382436+01:00,2016-09-04T16:21:49.357252142+01:00,2016-09-04T16:22:04.077564714+01:00
2016-09-04T16:21:47.556079992+01:00,2016-09-04T16:21:50.978854426+01:00,2016-09-04T16:21:58.883803658+01:00
2016-09-04T16:21:47.531719337+01:00,2016-09-04T16:21:49.277339651+01:00,2016-09-04T16:21:59.883078371+01:00
2016-09-04T16:20:59.532613954+01:00,2016-09-04T16:21:01.285289522+01:00,2016-09-04T16:21:14.779936778+01:00
2016-09-04T16:21:47.556598924+01:00,2016-09-04T16:21:49.282524721+01:00,2016-09-04T16:21:57.46755381+01:00
2016-09-04T16:21:47.601875284+01:00,2016-09-04T16:21:49.297698412+01:00,2016-09-04T16:21:58.789384282+01:00
2016-09-04T16:21:55.48051581+01:00,2016-09-04T16:21:57.4128829+01:00,2016-09-04T16:22:09.088562486+01:00
2016-09-04T16:21:55.597361254+01:00,2016-09-04T16:21:57.387830571+01:00,2016-09-04T16:22:06.543079283+01:00
2016-09-04T16:21:55.620972645+01:00,2016-09-04T16:21:57.353505305+01:00,2016-09-04T16:22:08.910513726+01:00
2016-09-04T16:21:55.500782034+01:00,2016-09-04T16:21:57.332654944+01:00,2016-09-04T16:22:09.989920623+01:00
2016-09-04T16:21:55.596934444+01:00,2016-09-04T16:21:57.428024341+01:00,2016-09-04T16:22:08.150889297+01:00
2016-09-04T16:21:55.59518317+01:00,2016-09-04T16:21:57.472466098+01:00,2016-09-04T16:22:09.946063127+01:00
2016-09-04T16:21:55.535029371+01:00,2016-09-04T16:21:57.421887185+01:00,2016-09-04T16:22:10.195427811+01:00
