4510162566645315663,5198628003788652644,4510162566645315663,1473080882646710,5997479,5997479,1
4510162566645315663,7675612576036545068,4510162566645315663,1473080882646712,6830977,6830977,1
14427164321999583152,10864666725008521928,14427164321999583152,1473080884647137,6224771,6224771,1
14427164321999583152,10864666725008521930,14427164321999583152,1473080884647136,7188761,7188761,1
14427164321999583152,10864666725008521935,14427164321999583152,1473080884647135,7947987,7947987,1
14427164321999583152,10864666725008521931,14427164321999583152,1473080884647137,8666004,8666004,1
14427164321999583152,10864666725008521932,14427164321999583152,1473080884647135,9628389,9628389,1
14427164321999583152,7893069434929423308,14427164321999583152,1473080884647132,10029941,10029941,1
15768975472269938236,2645099471231913700,15768975472269938236,1473080888648939,7148670,7148670,1
15768975472269938236,15125602118127787886,15768975472269938236,1473080888648944,7352817,7352817,1
15768975472269938236,15125602118127787883,15768975472269938236,1473080888648947,7363980,7363980,1
14427164321999583152,10864666725008521933,14427164321999583152,1473080884647136,11841611,11841611,1
7116955413094619602,10970712832169319083,7116955413094619602,1473080890645927,6677161,6677161,1
15768975472269938236,15125602118127787873,15768975472269938236,1473080888648944,8899677,8899677,1
15768975472269938236,15125602118127787882,15768975472269938236,1473080888648946,9033814,9033814,1
15768975472269938236,15125602118127787894,15768975472269938236,1473080888648948,9138483,9138483,1
7116955413094619602,18417692224169462297,7116955413094619602,1473080890645929,7258094,7258094,1
15768975472269938236,15125602118127787881,15768975472269938236,1473080888648948,10006842,10006842,1
17760195752521712091,17007998988558823553,17760195752521712091,1473080892647079,7160284,7160284,1
17760195752521712091,17007998988558823554,17760195752521712091,1473080892647078,7203489,7203489,1
17760195752521712091,17007998988558823559,17760195752521712091,1473080892647081,7449527,7449527,1
9227916242944571354,3774780403559106664,9227916242944571354,1473080896648837,4381386,4381386,1
17760195752521712091,9466859440249242596,17760195752521712091,1473080892647075,8547660,8547660,1
15768975472269938236,15125602118127787875,15768975472269938236,1473080888648943,14221645,14221645,1
9227916242944571354,12832623367174998920,9227916242944571354,1473080896648831,7799283,7799283,1
9227916242944571354,3774780403559106668,9227916242944571354,1473080896648839,7993860,7993860,1
