1462826842502537,5751,1008,14885,0,0,0,2,2,40,1373,0,1862,3,4,2,1288,81,1,1,2,0,80,80,1287,2,1,2,408,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
1462826844752727,5699,2268,14666,0,0,0,10,8,0,9,0,25,15,24,8,0,0,1,0,8,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,15,0,0,0,0,0,0,0
1462826847005540,6991,2295,15965,0,0,0,24,18,0,25,3,71,33,58,16,0,8,1,0,16,0,8,14,0,16,1,16,0,1,2,0,0,0,0,0,26,0,32,0,0,0,0,31,0,0,2,0,0,0,0
1462826849257551,6703,1746,18431,0,0,0,38,14,0,63,0,157,43,58,14,0,48,1,0,14,0,48,66,0,14,1,14,0,0,0,0,0,0,0,0,30,0,28,0,0,0,0,27,0,0,16,0,0,0,0
1462826851502465,6413,0,15563,0,0,0,34,8,0,27,6,73,35,56,2,0,24,1,0,2,0,24,42,0,2,1,2,0,0,6,0,0,0,0,0,52,0,4,0,0,0,0,3,0,0,32,0,0,0,0
1462826851805148,6242,499,19144,0,0,0,33,1,0,16,1,70,37,26,0,0,16,0,0,12,0,16,30,0,12,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,37,0,0,0,0
1462826851971881,6302,0,18717,0,0,0,32,1,0,0,1,2,28,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,28,0,0,0,0
1462826851992246,6259,0,17976,0,0,0,31,1,0,0,1,2,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
1462826852156871,5376,613,13623,0,0,0,30,1,0,0,1,2,29,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0
1462826852257421,6065,488,14136,0,0,0,29,1,0,0,1,5,27,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,0
1462826852289215,5290,485,12929,0,0,0,27,2,0,0,119,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,117,0,0,0,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0
1462826852308998,5709,459,13097,0,0,0,26,1,0,2,1,4,29,7,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,29,0,0,0,0
1462826852456995,5640,0,13329,0,0,0,24,2,0,5,2,11,18,18,0,0,5,0,0,0,0,5,6,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0
1462826852588600,5134,598,13397,0,0,0,23,1,0,11,1,59,8,0,0,0,11,0,0,18,0,11,12,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1462826852615090,5301,0,12836,0,0,0,22,1,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
1462826852807517,5083,0,12661,0,0,0,20,2,0,6,2,16,18,2,0,0,6,0,0,0,0,6,10,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0
1462826852916500,5454,0,13089,0,0,0,19,1,0,0,1,8,27,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,0
1462826853174673,6216,0,19988,0,0,0,17,2,0,3,2,8,26,4,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0
1462826853754222,7410,6074,16044,0,0,0,23,10,0,32,4,77,23,35,8,0,23,1,0,8,0,23,29,0,8,1,8,0,2,2,0,0,0,0,0,19,0,16,0,0,0,0,15,0,0,8,0,0,0,0
1462826856005970,6351,2513,16230,0,0,0,29,26,0,19,10,60,38,64,16,0,2,1,0,16,0,2,9,0,16,1,16,0,0,10,0,0,0,0,0,32,0,32,0,0,0,0,31,0,0,7,0,0,0,0
1462826858259496,7995,0,20165,0,0,0,39,18,0,80,56,194,54,43,14,0,65,1,0,14,0,65,86,0,14,1,14,0,1,4,0,51,0,0,0,15,0,28,0,0,0,0,27,0,0,27,0,0,0,0
1462826860502011,6370,0,15112,0,0,0,35,8,0,38,7,77,30,92,2,0,35,1,0,2,0,35,35,0,2,1,2,0,1,6,0,0,0,0,0,88,0,4,0,0,0,0,3,0,0,27,0,0,0,0
1462826862754867,6867,0,16843,0,0,0,20,31,0,22,23,94,30,57,8,0,13,1,0,20,0,13,32,0,20,1,8,0,0,23,0,0,0,0,0,41,0,16,0,0,0,0,15,0,0,15,0,0,0,0
1462826865006895,7092,2919,16954,0,0,0,25,27,0,35,14,99,36,48,16,0,18,1,0,16,0,18,32,0,16,1,16,0,3,11,0,0,0,0,0,16,0,32,0,0,0,0,31,0,0,5,0,0,0,0
1462826867262117,7196,1424,22434,0,0,0,38,15,0,39,1,109,42,66,14,0,24,1,0,14,0,24,42,0,14,1,14,0,0,1,0,0,0,0,0,38,0,28,0,0,0,0,27,0,0,15,0,0,0,0
1462826869501998,6008,1065,15089,0,0,0,31,11,0,20,10,84,27,51,2,0,17,1,0,2,0,17,60,0,2,1,2,0,1,9,0,0,0,0,0,47,0,4,0,0,0,0,3,0,0,24,0,0,0,0
1462826871756658,6972,0,18489,0,0,0,21,26,0,9,19,54,37,72,8,0,0,1,0,8,0,0,29,0,8,1,8,0,1,18,0,0,0,0,0,56,0,16,0,0,0,0,15,0,0,22,0,0,0,0
