17854722031090784756,5198628003788652644,17854722031090784756,1462845453238974,5239954,5239954,1
17854722031090784756,7675612576036545068,17854722031090784756,1462845453238975,6103934,6103934,1
4626678852564438264,10864666725008521935,4626678852564438264,1462845455239675,5181177,5181177,1
4626678852564438264,7893069434929423308,4626678852564438264,1462845455239673,5701906,5701906,1
4626678852564438264,10864666725008521933,4626678852564438264,1462845455239677,5954308,5954308,1
4626678852564438264,10864666725008521932,4626678852564438264,1462845455239676,7949306,7949306,1
12693148885357126722,14119592456012636091,12693148885357126722,1462845461240447,2081142,2081142,1
13759562088736160789,15125602118127787894,13759562088736160789,1462845459241069,4152295,4152295,1
12693148885357126722,14119592456012636096,12693148885357126722,1462845461240452,2771398,2771398,1
12693148885357126722,14119592456012636098,12693148885357126722,1462845461240451,3218168,3218168,1
12693148885357126722,14119592456012636092,12693148885357126722,1462845461240450,3395427,3395427,1
12693148885357126722,14119592456012636088,12693148885357126722,1462845461240448,3626839,3626839,1
13759562088736160789,2645099471231913700,13759562088736160789,1462845459241061,5651745,5651745,1
12693148885357126722,14119592456012636089,12693148885357126722,1462845461240448,3757456,3757456,1
13759562088736160789,15125602118127787885,13759562088736160789,1462845459241066,5854110,5854110,1
12693148885357126722,14103580517275524798,12693148885357126722,1462845461240445,4091472,4091472,1
4626678852564438264,10864666725008521928,4626678852564438264,1462845455239679,10491578,10491578,1
12693148885357126722,14119592456012636103,12693148885357126722,1462845461240453,4523447,4523447,1
13759562088736160789,15125602118127787876,13759562088736160789,1462845459241062,6705232,6705232,1
13759562088736160789,15125602118127787873,13759562088736160789,1462845459241064,6905779,6905779,1
12693148885357126722,14119592456012636094,12693148885357126722,1462845461240449,5074380,5074380,1
13759562088736160789,15125602118127787877,13759562088736160789,1462845459241062,7103214,7103214,1
12693148885357126722,14119592456012636099,12693148885357126722,1462845461240451,5224013,5224013,1
12693148885357126722,14119592456012636097,12693148885357126722,1462845461240452,5675522,5675522,1
13759562088736160789,15125602118127787880,13759562088736160789,1462845459241068,7747174,7747174,1
4626678852564438264,10864666725008521934,4626678852564438264,1462845455239674,12498039,12498039,1
13759562088736160789,15125602118127787874,13759562088736160789,1462845459241063,8783294,8783294,1
4626678852564438264,10864666725008521931,4626678852564438264,1462845455239678,13085174,13085174,1
14668552850675539368,18417692224169462297,14668552850675539368,1462845461248519,7215075,7215075,1
13759562088736160789,15125602118127787883,13759562088736160789,1462845459241067,9224751,9224751,1
15622639645750099644,9466859440249242596,15622639645750099644,1462845463239329,5926420,5926420,1
15622639645750099644,17007998988558823555,15622639645750099644,1462845463239332,6051380,6051380,1
13759562088736160789,15125602118127787872,13759562088736160789,1462845459241064,10209175,10209175,1
15622639645750099644,17007998988558823558,15622639645750099644,1462845463239333,6228699,6228699,1
12693148885357126722,14119592456012636093,12693148885357126722,1462845461240450,8472299,8472299,1
13759562088736160789,15125602118127787875,13759562088736160789,1462845459241063,10731777,10731777,1
15217565651838744439,5173914690677329027,15217565651838744439,1462845469240372,2714443,2714443,1
15622639645750099644,17007998988558823552,15622639645750099644,1462845463239332,8990774,8990774,1
15217565651838744439,5173914690677329033,15217565651838744439,1462845469240375,2992365,2992365,1
15217565651838744439,5173914690677329039,15217565651838744439,1462845469240374,3297152,3297152,1
15217565651838744439,5173914690677329034,15217565651838744439,1462845469240375,3661773,3661773,1
1620027905123786725,3774780403559106656,1620027905123786725,1462845467241937,5714596,5714596,1
15217565651838744439,5173914690677329030,15217565651838744439,1462845469240369,4022064,4022064,1
15217565651838744439,5173914690677329036,15217565651838744439,1462845469240373,4318490,4318490,1
15217565651838744439,5173914690677329024,15217565651838744439,1462845469240370,4457935,4457935,1
1620027905123786725,3774780403559106661,1620027905123786725,1462845467241941,6976699,6976699,1
1620027905123786725,3774780403559106669,1620027905123786725,1462845467241945,7397584,7397584,1
1620027905123786725,3774780403559106665,1620027905123786725,1462845467241943,7468277,7468277,1
1620027905123786725,3774780403559106671,1620027905123786725,1462845467241946,7497327,7497327,1
1620027905123786725,3774780403559106663,1620027905123786725,1462845467241942,7596632,7596632,1
1620027905123786725,3774780403559106662,1620027905123786725,1462845467241943,7626456,7626456,1
